listing,offset,reference,title,document_type,download_id,download_url
Alphabetical list,180,No. 13 of 1911,Annual Appropriation 1911�12,amendment,67583,https://laws.gov.tt/ttdll-web/revision/download/67583?type=amendment
Alphabetical list,180,No. 4 of 1910,Annual Appropriation 1910�11,amendment,67523,https://laws.gov.tt/ttdll-web/revision/download/67523?type=amendment
Alphabetical list,180,No. 11 of 1909,Annual Appropriation 1909–10,amendment,67911,https://laws.gov.tt/ttdll-web/revision/download/67911?type=amendment
Alphabetical list,180,No. 20 of 1908,Annual Appropriation 1908�09,amendment,67877,https://laws.gov.tt/ttdll-web/revision/download/67877?type=amendment
Alphabetical list,180,No. 12 of 1907,Annual Appropriation 1907�8,amendment,67819,https://laws.gov.tt/ttdll-web/revision/download/67819?type=amendment
Alphabetical list,180,No. 4 of 1906,Annual Appropriation 1906�07,amendment,67771,https://laws.gov.tt/ttdll-web/revision/download/67771?type=amendment
Alphabetical list,180,No. 5 of 1905,Annual Appropriation 1905 � 6,amendment,68211,https://laws.gov.tt/ttdll-web/revision/download/68211?type=amendment
Alphabetical list,180,No. 16 of 1875,Amend-Animal Trespass,amendment,65219,https://laws.gov.tt/ttdll-web/revision/download/65219?type=amendment
Alphabetical list,180,No. 2 of 1874,Amend Law of Arrest,amendment,65401,https://laws.gov.tt/ttdll-web/revision/download/65401?type=amendment
Alphabetical list,180,No. 19 of 1873,Amending 27 of 1872-Customs duties,amendment,65407,https://laws.gov.tt/ttdll-web/revision/download/65407?type=amendment
Alphabetical list,180,No. 25 of 1867,Amending Law granting patents and inventions,amendment,66085,https://laws.gov.tt/ttdll-web/revision/download/66085?type=amendment
Alphabetical list,180,No. 19 of 1865,Amending-Evidence,amendment,65731,https://laws.gov.tt/ttdll-web/revision/download/65731?type=amendment
Alphabetical list,180,No. 21 of 1864,Amending Procedure-Supreme Civil Court-Equity,amendment,65897,https://laws.gov.tt/ttdll-web/revision/download/65897?type=amendment
Alphabetical list,180,No. 20 of 1864,Amending Bills of Lading,amendment,65895,https://laws.gov.tt/ttdll-web/revision/download/65895?type=amendment
Alphabetical list,180,No. 19 of 1864,Amending Law of Property-relief of Trustees,amendment,65901,https://laws.gov.tt/ttdll-web/revision/download/65901?type=amendment
Alphabetical list,180,No. 4 of 1862,Amending-Conveyance and Transfer of Real and Personal Property vested in Mortgagees and Trustees,amendment,65823,https://laws.gov.tt/ttdll-web/revision/download/65823?type=amendment
Alphabetical list,180,No. 25 of 1860,Amending and Consolidating laws-Rum and Other Spirits,amendment,64471,https://laws.gov.tt/ttdll-web/revision/download/64471?type=amendment
Alphabetical list,180,No. 18 of 1858,Amending 16 of 1854-Certain Public Buildings,amendment,64611,https://laws.gov.tt/ttdll-web/revision/download/64611?type=amendment
Alphabetical list,180,No. 14 of 1852,Amending 15 of 1847,amendment,64329,https://laws.gov.tt/ttdll-web/revision/download/64329?type=amendment
Alphabetical list,180,No. 13 of 1852,Amending and Consolidating Wardens,amendment,64327,https://laws.gov.tt/ttdll-web/revision/download/64327?type=amendment
Alphabetical list,180,No. 5 of 1849,Amending 33 of 1845,amendment,65003,https://laws.gov.tt/ttdll-web/revision/download/65003?type=amendment
Alphabetical list,180,No. 1 of 1849,Amending 15 of 1847,amendment,65011,https://laws.gov.tt/ttdll-web/revision/download/65011?type=amendment
Alphabetical list,180,No. 2 of 1846,Amending Usury Laws,amendment,65155,https://laws.gov.tt/ttdll-web/revision/download/65155?type=amendment
Alphabetical list,210,No. 7 of 2023,Anti-Doping in Sport (Amendment) Act,amendment,117483,https://laws.gov.tt/ttdll-web/revision/download/117483?type=amendment
Alphabetical list,210,No. 4 of 2021,Anti-Gang Act,amendment,111731,https://laws.gov.tt/ttdll-web/revision/download/111731?type=amendment
Alphabetical list,210,No. 13 of 2018,Anti-Terrorism (Amendment) Act,amendment,105722,https://laws.gov.tt/ttdll-web/revision/download/105722?type=amendment
Alphabetical list,210,No. 1 of 2018,Anti-Gang Act,amendment,103288,https://laws.gov.tt/ttdll-web/revision/download/103288?type=amendment
Alphabetical list,210,No. 10 of 2013,Anti-Doping in Sport (proclaimed in 2015),amendment,70332,https://laws.gov.tt/ttdll-web/revision/download/70332?type=amendment
Alphabetical list,210,No. 16 of 2011,Anti-Terrorism (Amendment),amendment,15898,https://laws.gov.tt/ttdll-web/revision/download/15898?type=amendment
Alphabetical list,210,No. 10 of 2011,Anti-Gang,amendment,70417,https://laws.gov.tt/ttdll-web/revision/download/70417?type=amendment
Alphabetical list,210,No. 2 of 2010,Anti-Terrorism (Amendment),amendment,73757,https://laws.gov.tt/ttdll-web/revision/download/73757?type=amendment
Alphabetical list,210,No. 26 of 2005,Anti-Terrorism,amendment,23085,https://laws.gov.tt/ttdll-web/revision/download/23085?type=amendment
Alphabetical list,210,No. 48 of 2000,Anti-Personnel Mines,amendment,73843,https://laws.gov.tt/ttdll-web/revision/download/73843?type=amendment
Alphabetical list,210,No. 23 of 1995,Anti-dumping and Countervailing Duties (Amendment),amendment,74756,https://laws.gov.tt/ttdll-web/revision/download/74756?type=amendment
Alphabetical list,210,No. 11 of 1992,Anti-dumping and Countervailing Duties,amendment,62753,https://laws.gov.tt/ttdll-web/revision/download/62753?type=amendment
Alphabetical list,210,No. 4 of 1988,Antibiotics (Amendment),amendment,15605,https://laws.gov.tt/ttdll-web/revision/download/15605?type=amendment
Alphabetical list,210,No. 20 of 1960,Antibiotics (Amendment),amendment,15597,https://laws.gov.tt/ttdll-web/revision/download/15597?type=amendment
Alphabetical list,210,No. 18 of 1948,Antibiotics,amendment,69309,https://laws.gov.tt/ttdll-web/revision/download/69309?type=amendment
Alphabetical list,210,No. 27 of 1923,Annual Appropriation 1924,amendment,68615,https://laws.gov.tt/ttdll-web/revision/download/68615?type=amendment
Alphabetical list,210,No. 27 of 1922,Annual Appropriation 1923,amendment,68685,https://laws.gov.tt/ttdll-web/revision/download/68685?type=amendment
Alphabetical list,210,No. 67 of 1921,Annual Appropriation-1922,amendment,68791,https://laws.gov.tt/ttdll-web/revision/download/68791?type=amendment
Alphabetical list,210,No. 56 of 1920,Annual Appropriation-1921,amendment,68881,https://laws.gov.tt/ttdll-web/revision/download/68881?type=amendment
Alphabetical list,210,No. 23 of 1919,Annual Appropriation-1920,amendment,69003,https://laws.gov.tt/ttdll-web/revision/download/69003?type=amendment
Alphabetical list,210,No. 25 of 1918,Annual Appropriation 1919,amendment,69069,https://laws.gov.tt/ttdll-web/revision/download/69069?type=amendment
Alphabetical list,210,No. 36 of 1917,Annual Appropriation 1918,amendment,69123,https://laws.gov.tt/ttdll-web/revision/download/69123?type=amendment
Alphabetical list,210,No. 41 of 1916,Annual Appropriation 1917,amendment,69177,https://laws.gov.tt/ttdll-web/revision/download/69177?type=amendment
Alphabetical list,210,No. 28 of 1915,Annual Appropriation 1916,amendment,67413,https://laws.gov.tt/ttdll-web/revision/download/67413?type=amendment
Alphabetical list,210,No. 4 of 1915,Annual Appropriation 1915,amendment,67391,https://laws.gov.tt/ttdll-web/revision/download/67391?type=amendment
Alphabetical list,210,No. 4 of 1914,Annual Appropriation 1914,amendment,67271,https://laws.gov.tt/ttdll-web/revision/download/67271?type=amendment
Alphabetical list,210,No. 3 of 1913,Annual Appropriation 1913�14,amendment,67215,https://laws.gov.tt/ttdll-web/revision/download/67215?type=amendment
Alphabetical list,210,No. 20 of 1912,Annual Appropriation 1912�13,amendment,67661,https://laws.gov.tt/ttdll-web/revision/download/67661?type=amendment
Alphabetical list,210,No. 9 of 1863,Antoine Louis Possoz-invention,amendment,65833,https://laws.gov.tt/ttdll-web/revision/download/65833?type=amendment
Alphabetical list,210,No. 12 of 1839,"Annual returns-Births, Deaths, Marriages",amendment,64783,https://laws.gov.tt/ttdll-web/revision/download/64783?type=amendment
Alphabetical list,240,No. 8 of 1917,Apportionment,amendment,69147,https://laws.gov.tt/ttdll-web/revision/download/69147?type=amendment
Alphabetical list,240,No. 28 of 1909,Apportionment,amendment,67485,https://laws.gov.tt/ttdll-web/revision/download/67485?type=amendment
Alphabetical list,240,No. 41 of 1908,"Appointment-Q. H. Spicer-Sub-Registrar, San Fernando",amendment,67969,https://laws.gov.tt/ttdll-web/revision/download/67969?type=amendment
Alphabetical list,240,No. 12 of 1901,Apportionment,amendment,66345,https://laws.gov.tt/ttdll-web/revision/download/66345?type=amendment
Alphabetical list,240,No. 21 of 1900,Appointments of Judges,amendment,66327,https://laws.gov.tt/ttdll-web/revision/download/66327?type=amendment
Alphabetical list,240,No. 16 of 1880,Appointment of Additional Constables,amendment,65447,https://laws.gov.tt/ttdll-web/revision/download/65447?type=amendment
Alphabetical list,240,No. 2 of 1876,Application of Penalities to amend,amendment,65185,https://laws.gov.tt/ttdll-web/revision/download/65185?type=amendment
Alphabetical list,240,No. 11 of 1875,Appeals-summary convictions,amendment,65213,https://laws.gov.tt/ttdll-web/revision/download/65213?type=amendment
Alphabetical list,240,No. 10 of 1875,Appointment-Director of Public Works,amendment,65357,https://laws.gov.tt/ttdll-web/revision/download/65357?type=amendment
Alphabetical list,240,No. 12 of 1874,Appeals-against Summary Remedy-Persons deserting wives and children,amendment,65389,https://laws.gov.tt/ttdll-web/revision/download/65389?type=amendment
Alphabetical list,240,No. 5 of 1870,Appointment of Colonial Storekeeper,amendment,65963,https://laws.gov.tt/ttdll-web/revision/download/65963?type=amendment
Alphabetical list,240,No. 23 of 1869,Appointment of judges in certain cases,amendment,65943,https://laws.gov.tt/ttdll-web/revision/download/65943?type=amendment
Alphabetical list,240,No. 17 of 1869,Appeals from summary convictions,amendment,65931,https://laws.gov.tt/ttdll-web/revision/download/65931?type=amendment
Alphabetical list,240,No. 9 of 1869,Appointment-Superintendent of Public Works,amendment,66177,https://laws.gov.tt/ttdll-web/revision/download/66177?type=amendment
Alphabetical list,240,No. 4 of 1869,Appointment of Surgeon General,amendment,66155,https://laws.gov.tt/ttdll-web/revision/download/66155?type=amendment
Alphabetical list,240,No. 8 of 1868,Appointment of Coroners,amendment,66117,https://laws.gov.tt/ttdll-web/revision/download/66117?type=amendment
Alphabetical list,240,No. 29 of 1867,Appointments of Bailiffs,amendment,66077,https://laws.gov.tt/ttdll-web/revision/download/66077?type=amendment
Alphabetical list,240,No. 24 of 1867,Appointment of Surveyor General,amendment,66083,https://laws.gov.tt/ttdll-web/revision/download/66083?type=amendment
Alphabetical list,240,No. 8 of 1863,Antoine Louis Possoz-sugar,amendment,65831,https://laws.gov.tt/ttdll-web/revision/download/65831?type=amendment
Alphabetical list,240,No. 3 of 1860,Appointment of Auditor General,amendment,64517,https://laws.gov.tt/ttdll-web/revision/download/64517?type=amendment
Alphabetical list,240,No. 24 of 1859,Appointment of Interpreters,amendment,64535,https://laws.gov.tt/ttdll-web/revision/download/64535?type=amendment
Alphabetical list,240,No. 7 of 1859,Appointment-Assistant Receiver General,amendment,64569,https://laws.gov.tt/ttdll-web/revision/download/64569?type=amendment
Alphabetical list,240,No. 17 of 1855,Appointment Receiver General-Abolish- Colonial Treasurer and Collector of Customs,amendment,64213,https://laws.gov.tt/ttdll-web/revision/download/64213?type=amendment
Alphabetical list,240,No. 6 of 1855,Appointment-Bailiffs-Petty Civil Courts,amendment,64231,https://laws.gov.tt/ttdll-web/revision/download/64231?type=amendment
Alphabetical list,240,No. 5 of 1853,Appointment-Assistant Receives of Omitted Duties and Taxes,amendment,64315,https://laws.gov.tt/ttdll-web/revision/download/64315?type=amendment
Alphabetical list,240,No. 9 of 1849,Appointment of Wardens-,amendment,65027,https://laws.gov.tt/ttdll-web/revision/download/65027?type=amendment
Alphabetical list,240,No. 14 of 1848,Appointing Commissioners to revise several Orders in Council and Ordinances passed from the day of the Constitution of the Legislative Council,amendment,64989,https://laws.gov.tt/ttdll-web/revision/download/64989?type=amendment
Alphabetical list,240,No. 12 of 1847,Appointment of a Registrar General,amendment,65071,https://laws.gov.tt/ttdll-web/revision/download/65071?type=amendment
Alphabetical list,240,No. 11 of 1846,Apprehension of offenders escaping to Trinidad from any other of H. M. Colonies and foreign possessions,amendment,65051,https://laws.gov.tt/ttdll-web/revision/download/65051?type=amendment
Alphabetical list,240,No. 1 of 1838,Appointing a Marshal-transferring duties of Alquazil Mayors to Marshal,amendment,64851,https://laws.gov.tt/ttdll-web/revision/download/64851?type=amendment
Alphabetical list,270,No. 3 of 1972,Appropriation,amendment,63871,https://laws.gov.tt/ttdll-web/revision/download/63871?type=amendment
Alphabetical list,270,No. 40 of 1969,Appropriation,amendment,63977,https://laws.gov.tt/ttdll-web/revision/download/63977?type=amendment
Alphabetical list,270,No. 40 of 1968,Appropriation,amendment,64025,https://laws.gov.tt/ttdll-web/revision/download/64025?type=amendment
Alphabetical list,270,No. 4 of 1968,Appropriation,amendment,63921,https://laws.gov.tt/ttdll-web/revision/download/63921?type=amendment
Alphabetical list,270,No. 4 of 1963,Appropriation,amendment,63759,https://laws.gov.tt/ttdll-web/revision/download/63759?type=amendment
Alphabetical list,270,No. 13 of 1961,Appropriation,amendment,63695,https://laws.gov.tt/ttdll-web/revision/download/63695?type=amendment
Alphabetical list,270,No. 5 of 1951,Appropriation,amendment,12890,https://laws.gov.tt/ttdll-web/revision/download/12890?type=amendment
Alphabetical list,270,No. 28 of 1939,Appropriation,amendment,69825,https://laws.gov.tt/ttdll-web/revision/download/69825?type=amendment
Alphabetical list,270,No. 8 of 1901,Appropriation,amendment,66353,https://laws.gov.tt/ttdll-web/revision/download/66353?type=amendment
Alphabetical list,270,No. 30 of 1899,Appropriation,amendment,66437,https://laws.gov.tt/ttdll-web/revision/download/66437?type=amendment
Alphabetical list,270,No. 31 of 1898,Appropriation,amendment,66195,https://laws.gov.tt/ttdll-web/revision/download/66195?type=amendment
Alphabetical list,270,No. 22 of 1897,Appropriation,amendment,66299,https://laws.gov.tt/ttdll-web/revision/download/66299?type=amendment
Alphabetical list,270,No. 33 of 1896,Appropriation,amendment,66627,https://laws.gov.tt/ttdll-web/revision/download/66627?type=amendment
Alphabetical list,270,No. 42 of 1895,Appropriation,amendment,66669,https://laws.gov.tt/ttdll-web/revision/download/66669?type=amendment
Alphabetical list,270,No. 41 of 1894,Appropriation,amendment,66451,https://laws.gov.tt/ttdll-web/revision/download/66451?type=amendment
Alphabetical list,270,No. 30 of 1893,Appropriation,amendment,66825,https://laws.gov.tt/ttdll-web/revision/download/66825?type=amendment
Alphabetical list,270,No. 3 of 1893,Appropriation,amendment,66875,https://laws.gov.tt/ttdll-web/revision/download/66875?type=amendment
Alphabetical list,270,No. 25 of 1891,Appropriation,amendment,66929,https://laws.gov.tt/ttdll-web/revision/download/66929?type=amendment
